Departure_Date,Departure_Day,Departure_Time,Plane_Type,Oil_Price,Days_In_Advance,Sale_Day,Ticket_Price,Price_Increase,Price1,Price2,Price3
10/11/23,Wednesday,1:30pm,B737,83.64,56,Wednesday,80,FALSE,-0.13,0.00,0.15
10/11/23,Wednesday,1:30pm,B737,82.92,55,Thursday,80,FALSE,-0.02,-0.13,0.00
10/11/23,Wednesday,1:30pm,B737,84.24,54,Friday,80,FALSE,0.00,-0.02,-0.13
10/11/23,Wednesday,1:30pm,B737,84.99,53,Saturday,80,FALSE,0.00,0.00,-0.02
10/11/23,Wednesday,1:30pm,B737,85.56,52,Sunday,80,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,84.91,51,Monday,80,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,83.20,50,Tuesday,64,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,85.14,49,Wednesday,64,FALSE,-0.20,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,86.24,48,Thursday,64,FALSE,0.00,-0.20,0.00
10/11/23,Wednesday,1:30pm,B737,85.34,47,Friday,64,FALSE,0.00,0.00,-0.20
10/11/23,Wednesday,1:30pm,B737,86.17,46,Saturday,64,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,87.55,45,Sunday,64,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,86.40,44,Monday,64,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,86.81,43,Tuesday,62,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,86.21,42,Wednesday,87,TRUE,-0.03,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,84.89,41,Thursday,80,FALSE,0.40,-0.03,0.00
10/11/23,Wednesday,1:30pm,B737,83.45,40,Friday,81,TRUE,-0.08,0.40,-0.03
10/11/23,Wednesday,1:30pm,B737,84.12,39,Saturday,87,TRUE,0.01,-0.08,0.40
10/11/23,Wednesday,1:30pm,B737,84.80,38,Sunday,85,FALSE,0.07,0.01,-0.08
10/11/23,Wednesday,1:30pm,B737,84.46,37,Monday,85,FALSE,-0.02,0.07,0.01
10/11/23,Wednesday,1:30pm,B737,84.03,36,Tuesday,63,FALSE,0.00,-0.02,0.07
10/11/23,Wednesday,1:30pm,B737,83.21,35,Wednesday,63,FALSE,-0.26,0.00,-0.02
10/11/23,Wednesday,1:30pm,B737,83.36,34,Thursday,63,FALSE,0.00,-0.26,0.00
10/11/23,Wednesday,1:30pm,B737,84.48,33,Friday,63,FALSE,0.00,0.00,-0.26
10/11/23,Wednesday,1:30pm,B737,84.42,32,Saturday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,85.49,31,Sunday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,85.86,30,Monday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,86.86,29,Tuesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,88.55,28,Wednesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,89.00,27,Thursday,93,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,90.04,26,Friday,93,FALSE,0.48,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,90.60,25,Saturday,93,FALSE,0.00,0.48,0.00
10/11/23,Wednesday,1:30pm,B737,89.92,24,Sunday,93,FALSE,0.00,0.00,0.48
10/11/23,Wednesday,1:30pm,B737,90.65,23,Monday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,90.64,22,Tuesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,92.06,21,Wednesday,63,FALSE,-0.32,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,91.88,20,Thursday,63,FALSE,0.00,-0.32,0.00
10/11/23,Wednesday,1:30pm,B737,93.70,19,Friday,63,FALSE,0.00,0.00,-0.32
10/11/23,Wednesday,1:30pm,B737,93.93,18,Saturday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,94.43,17,Sunday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,94.34,16,Monday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,93.53,15,Tuesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,93.30,14,Wednesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,93.27,13,Thursday,92,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,93.29,12,Friday,63,FALSE,0.46,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,93.96,11,Saturday,63,FALSE,-0.32,0.46,0.00
10/11/23,Wednesday,1:30pm,B737,96.55,10,Sunday,63,FALSE,0.00,-0.32,0.46
10/11/23,Wednesday,1:30pm,B737,95.38,9,Monday,63,FALSE,0.00,0.00,-0.32
10/11/23,Wednesday,1:30pm,B737,92.20,8,Tuesday,73,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,90.71,7,Wednesday,58,FALSE,0.16,0.00,0.00
10/11/23,Wednesday,1:30pm,B737,90.92,6,Thursday,78,TRUE,-0.21,0.16,0.00
10/11/23,Wednesday,1:30pm,B737,85.81,5,Friday,93,TRUE,0.34,-0.21,0.16
10/11/23,Wednesday,1:30pm,B737,84.07,4,Saturday,147,TRUE,0.19,0.34,-0.21
10/11/23,Wednesday,1:30pm,B737,84.58,3,Sunday,138,FALSE,0.58,0.19,0.34
10/11/23,Wednesday,1:30pm,B737,88.15,2,Monday,223,TRUE,-0.06,0.58,0.19
10/11/23,Wednesday,1:30pm,B737,87.65,1,Tuesday,299,TRUE,0.62,-0.06,0.58
10/11/23,Wednesday,10:35am,A319,83.64,56,Wednesday,182,FALSE,-0.02,-0.11,0.14
10/11/23,Wednesday,10:35am,A319,82.92,55,Thursday,147,FALSE,-0.04,-0.02,-0.11
10/11/23,Wednesday,10:35am,A319,84.24,54,Friday,142,FALSE,-0.19,-0.04,-0.02
10/11/23,Wednesday,10:35am,A319,84.99,53,Saturday,186,TRUE,-0.03,-0.19,-0.04
10/11/23,Wednesday,10:35am,A319,85.56,52,Sunday,143,FALSE,0.31,-0.03,-0.19
10/11/23,Wednesday,10:35am,A319,84.91,51,Monday,143,FALSE,-0.23,0.31,-0.03
10/11/23,Wednesday,10:35am,A319,83.20,50,Tuesday,143,FALSE,0.00,-0.23,0.31
10/11/23,Wednesday,10:35am,A319,85.14,49,Wednesday,194,TRUE,0.00,0.00,-0.23
10/11/23,Wednesday,10:35am,A319,86.24,48,Thursday,184,FALSE,0.36,0.00,0.00
10/11/23,Wednesday,10:35am,A319,85.34,47,Friday,189,TRUE,-0.05,0.36,0.00
10/11/23,Wednesday,10:35am,A319,86.17,46,Saturday,194,TRUE,0.03,-0.05,0.36
10/11/23,Wednesday,10:35am,A319,87.55,45,Sunday,194,FALSE,0.03,0.03,-0.05
10/11/23,Wednesday,10:35am,A319,86.40,44,Monday,192,FALSE,0.00,0.03,0.03
10/11/23,Wednesday,10:35am,A319,86.81,43,Tuesday,192,FALSE,-0.01,0.00,0.03
10/11/23,Wednesday,10:35am,A319,86.21,42,Wednesday,143,FALSE,0.00,-0.01,0.00
10/11/23,Wednesday,10:35am,A319,84.89,41,Thursday,191,TRUE,-0.26,0.00,-0.01
10/11/23,Wednesday,10:35am,A319,83.45,40,Friday,199,TRUE,0.34,-0.26,0.00
10/11/23,Wednesday,10:35am,A319,84.12,39,Saturday,195,FALSE,0.04,0.34,-0.26
10/11/23,Wednesday,10:35am,A319,84.80,38,Sunday,188,FALSE,-0.02,0.04,0.34
10/11/23,Wednesday,10:35am,A319,84.46,37,Monday,145,FALSE,-0.04,-0.02,0.04
10/11/23,Wednesday,10:35am,A319,84.03,36,Tuesday,145,FALSE,-0.23,-0.04,-0.02
10/11/23,Wednesday,10:35am,A319,83.21,35,Wednesday,139,FALSE,0.00,-0.23,-0.04
10/11/23,Wednesday,10:35am,A319,83.36,34,Thursday,139,FALSE,-0.04,0.00,-0.23
10/11/23,Wednesday,10:35am,A319,84.48,33,Friday,139,FALSE,0.00,-0.04,0.00
10/11/23,Wednesday,10:35am,A319,84.42,32,Saturday,139,FALSE,0.00,0.00,-0.04
10/11/23,Wednesday,10:35am,A319,85.49,31,Sunday,139,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:35am,A319,85.86,30,Monday,139,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:35am,A319,86.86,29,Tuesday,118,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:35am,A319,88.55,28,Wednesday,139,TRUE,-0.15,0.00,0.00
10/11/23,Wednesday,10:35am,A319,89.00,27,Thursday,139,FALSE,0.18,-0.15,0.00
10/11/23,Wednesday,10:35am,A319,90.04,26,Friday,139,FALSE,0.00,0.18,-0.15
10/11/23,Wednesday,10:35am,A319,90.60,25,Saturday,139,FALSE,0.00,0.00,0.18
10/11/23,Wednesday,10:35am,A319,89.92,24,Sunday,118,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:35am,A319,90.65,23,Monday,118,FALSE,-0.15,0.00,0.00
10/11/23,Wednesday,10:35am,A319,90.64,22,Tuesday,117,FALSE,0.00,-0.15,0.00
10/11/23,Wednesday,10:35am,A319,92.06,21,Wednesday,117,FALSE,-0.01,0.00,-0.15
10/11/23,Wednesday,10:35am,A319,91.88,20,Thursday,118,TRUE,0.00,-0.01,0.00
10/11/23,Wednesday,10:35am,A319,93.70,19,Friday,107,FALSE,0.01,0.00,-0.01
10/11/23,Wednesday,10:35am,A319,93.93,18,Saturday,91,FALSE,-0.09,0.01,0.00
10/11/23,Wednesday,10:35am,A319,94.43,17,Sunday,107,TRUE,-0.15,-0.09,0.01
10/11/23,Wednesday,10:35am,A319,94.34,16,Monday,106,FALSE,0.18,-0.15,-0.09
10/11/23,Wednesday,10:35am,A319,93.53,15,Tuesday,115,TRUE,-0.01,0.18,-0.15
10/11/23,Wednesday,10:35am,A319,93.30,14,Wednesday,115,FALSE,0.08,-0.01,0.18
10/11/23,Wednesday,10:35am,A319,93.27,13,Thursday,128,TRUE,0.00,0.08,-0.01
10/11/23,Wednesday,10:35am,A319,93.29,12,Friday,117,FALSE,0.11,0.00,0.08
10/11/23,Wednesday,10:35am,A319,93.96,11,Saturday,115,FALSE,-0.09,0.11,0.00
10/11/23,Wednesday,10:35am,A319,96.55,10,Sunday,131,TRUE,-0.02,-0.09,0.11
10/11/23,Wednesday,10:35am,A319,95.38,9,Monday,115,FALSE,0.14,-0.02,-0.09
10/11/23,Wednesday,10:35am,A319,92.20,8,Tuesday,94,FALSE,-0.12,0.14,-0.02
10/11/23,Wednesday,10:35am,A319,90.71,7,Wednesday,121,TRUE,-0.18,-0.12,0.14
10/11/23,Wednesday,10:35am,A319,90.92,6,Thursday,126,TRUE,0.29,-0.18,-0.12
10/11/23,Wednesday,10:35am,A319,85.81,5,Friday,143,TRUE,0.04,0.29,-0.18
10/11/23,Wednesday,10:35am,A319,84.07,4,Saturday,147,TRUE,0.13,0.04,0.29
10/11/23,Wednesday,10:35am,A319,84.58,3,Sunday,138,FALSE,0.03,0.13,0.04
10/11/23,Wednesday,10:35am,A319,88.15,2,Monday,99,FALSE,-0.06,0.03,0.13
10/11/23,Wednesday,10:35am,A319,87.65,1,Tuesday,119,TRUE,-0.28,-0.06,0.03
10/11/23,Wednesday,10:46pm,B737,83.64,56,Wednesday,80,TRUE,-0.22,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,82.92,55,Thursday,85,TRUE,0.25,-0.22,0.00
10/11/23,Wednesday,10:46pm,B737,84.24,54,Friday,85,FALSE,0.06,0.25,-0.22
10/11/23,Wednesday,10:46pm,B737,84.99,53,Saturday,93,TRUE,0.00,0.06,0.25
10/11/23,Wednesday,10:46pm,B737,85.56,52,Sunday,93,FALSE,0.09,0.00,0.06
10/11/23,Wednesday,10:46pm,B737,84.91,51,Monday,93,FALSE,0.00,0.09,0.00
10/11/23,Wednesday,10:46pm,B737,83.20,50,Tuesday,80,FALSE,0.00,0.00,0.09
10/11/23,Wednesday,10:46pm,B737,85.14,49,Wednesday,80,FALSE,-0.14,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,86.24,48,Thursday,80,FALSE,0.00,-0.14,0.00
10/11/23,Wednesday,10:46pm,B737,85.34,47,Friday,80,FALSE,0.00,0.00,-0.14
10/11/23,Wednesday,10:46pm,B737,86.17,46,Saturday,64,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,87.55,45,Sunday,82,TRUE,-0.20,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,86.40,44,Monday,82,FALSE,0.28,-0.20,0.00
10/11/23,Wednesday,10:46pm,B737,86.81,43,Tuesday,62,FALSE,0.00,0.28,-0.20
10/11/23,Wednesday,10:46pm,B737,86.21,42,Wednesday,80,TRUE,-0.24,0.00,0.28
10/11/23,Wednesday,10:46pm,B737,84.89,41,Thursday,79,FALSE,0.29,-0.24,0.00
10/11/23,Wednesday,10:46pm,B737,83.45,40,Friday,79,FALSE,-0.01,0.29,-0.24
10/11/23,Wednesday,10:46pm,B737,84.12,39,Saturday,79,FALSE,0.00,-0.01,0.29
10/11/23,Wednesday,10:46pm,B737,84.80,38,Sunday,79,FALSE,0.00,0.00,-0.01
10/11/23,Wednesday,10:46pm,B737,84.46,37,Monday,79,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,84.03,36,Tuesday,83,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,83.21,35,Wednesday,84,TRUE,0.05,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,83.36,34,Thursday,87,TRUE,0.01,0.05,0.00
10/11/23,Wednesday,10:46pm,B737,84.48,33,Friday,93,TRUE,0.04,0.01,0.05
10/11/23,Wednesday,10:46pm,B737,84.42,32,Saturday,93,FALSE,0.07,0.04,0.01
10/11/23,Wednesday,10:46pm,B737,85.49,31,Sunday,93,FALSE,0.00,0.07,0.04
10/11/23,Wednesday,10:46pm,B737,85.86,30,Monday,93,FALSE,0.00,0.00,0.07
10/11/23,Wednesday,10:46pm,B737,86.86,29,Tuesday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,88.55,28,Wednesday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,89.00,27,Thursday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,90.04,26,Friday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,90.60,25,Saturday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,89.92,24,Sunday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,90.65,23,Monday,93,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,90.64,22,Tuesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,92.06,21,Wednesday,63,FALSE,-0.32,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,91.88,20,Thursday,63,FALSE,0.00,-0.32,0.00
10/11/23,Wednesday,10:46pm,B737,93.70,19,Friday,63,FALSE,0.00,0.00,-0.32
10/11/23,Wednesday,10:46pm,B737,93.93,18,Saturday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,94.43,17,Sunday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,94.34,16,Monday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,93.53,15,Tuesday,39,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,93.30,14,Wednesday,39,FALSE,-0.38,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,93.27,13,Thursday,52,TRUE,0.00,-0.38,0.00
10/11/23,Wednesday,10:46pm,B737,93.29,12,Friday,61,TRUE,0.33,0.00,-0.38
10/11/23,Wednesday,10:46pm,B737,93.96,11,Saturday,57,FALSE,0.17,0.33,0.00
10/11/23,Wednesday,10:46pm,B737,96.55,10,Sunday,63,TRUE,-0.07,0.17,0.33
10/11/23,Wednesday,10:46pm,B737,95.38,9,Monday,58,FALSE,0.11,-0.07,0.17
10/11/23,Wednesday,10:46pm,B737,92.20,8,Tuesday,58,FALSE,-0.08,0.11,-0.07
10/11/23,Wednesday,10:46pm,B737,90.71,7,Wednesday,58,FALSE,0.00,-0.08,0.11
10/11/23,Wednesday,10:46pm,B737,90.92,6,Thursday,58,FALSE,0.00,0.00,-0.08
10/11/23,Wednesday,10:46pm,B737,85.81,5,Friday,60,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,84.07,4,Saturday,48,FALSE,0.03,0.00,0.00
10/11/23,Wednesday,10:46pm,B737,84.58,3,Sunday,64,TRUE,-0.20,0.03,0.00
10/11/23,Wednesday,10:46pm,B737,88.15,2,Monday,64,FALSE,0.33,-0.20,0.03
10/11/23,Wednesday,10:46pm,B737,87.65,1,Tuesday,143,TRUE,0.00,0.33,-0.20
10/11/23,Wednesday,3:25pm,B737,83.64,56,Wednesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,82.92,55,Thursday,63,FALSE,-0.02,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,84.24,54,Friday,63,FALSE,0.00,-0.02,0.00
10/11/23,Wednesday,3:25pm,B737,84.99,53,Saturday,63,FALSE,0.00,0.00,-0.02
10/11/23,Wednesday,3:25pm,B737,85.56,52,Sunday,49,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,84.91,51,Monday,49,FALSE,-0.22,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,83.20,50,Tuesday,39,FALSE,0.00,-0.22,0.00
10/11/23,Wednesday,3:25pm,B737,85.14,49,Wednesday,39,FALSE,-0.20,0.00,-0.22
10/11/23,Wednesday,3:25pm,B737,86.24,48,Thursday,39,FALSE,0.00,-0.20,0.00
10/11/23,Wednesday,3:25pm,B737,85.34,47,Friday,54,TRUE,0.00,0.00,-0.20
10/11/23,Wednesday,3:25pm,B737,86.17,46,Saturday,45,FALSE,0.38,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,87.55,45,Sunday,45,FALSE,-0.17,0.38,0.00
10/11/23,Wednesday,3:25pm,B737,86.40,44,Monday,45,FALSE,0.00,-0.17,0.38
10/11/23,Wednesday,3:25pm,B737,86.81,43,Tuesday,45,FALSE,0.00,0.00,-0.17
10/11/23,Wednesday,3:25pm,B737,86.21,42,Wednesday,63,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,84.89,41,Thursday,63,FALSE,0.40,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,83.45,40,Friday,63,FALSE,0.00,0.40,0.00
10/11/23,Wednesday,3:25pm,B737,84.12,39,Saturday,63,FALSE,0.00,0.00,0.40
10/11/23,Wednesday,3:25pm,B737,84.80,38,Sunday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,84.46,37,Monday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,84.03,36,Tuesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,83.21,35,Wednesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,83.36,34,Thursday,39,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,84.48,33,Friday,63,TRUE,-0.38,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,84.42,32,Saturday,63,FALSE,0.62,-0.38,0.00
10/11/23,Wednesday,3:25pm,B737,85.49,31,Sunday,63,FALSE,0.00,0.62,-0.38
10/11/23,Wednesday,3:25pm,B737,85.86,30,Monday,63,FALSE,0.00,0.00,0.62
10/11/23,Wednesday,3:25pm,B737,86.86,29,Tuesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,88.55,28,Wednesday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,89.00,27,Thursday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,90.04,26,Friday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,90.60,25,Saturday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,89.92,24,Sunday,45,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,90.65,23,Monday,63,TRUE,-0.29,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,90.64,22,Tuesday,63,FALSE,0.40,-0.29,0.00
10/11/23,Wednesday,3:25pm,B737,92.06,21,Wednesday,63,FALSE,0.00,0.40,-0.29
10/11/23,Wednesday,3:25pm,B737,91.88,20,Thursday,63,FALSE,0.00,0.00,0.40
10/11/23,Wednesday,3:25pm,B737,93.70,19,Friday,48,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,93.93,18,Saturday,63,TRUE,-0.24,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,94.43,17,Sunday,48,FALSE,0.31,-0.24,0.00
10/11/23,Wednesday,3:25pm,B737,94.34,16,Monday,48,FALSE,-0.24,0.31,-0.24
10/11/23,Wednesday,3:25pm,B737,93.53,15,Tuesday,63,TRUE,0.00,-0.24,0.31
10/11/23,Wednesday,3:25pm,B737,93.30,14,Wednesday,51,FALSE,0.31,0.00,-0.24
10/11/23,Wednesday,3:25pm,B737,93.27,13,Thursday,39,FALSE,-0.19,0.31,0.00
10/11/23,Wednesday,3:25pm,B737,93.29,12,Friday,48,TRUE,-0.24,-0.19,0.31
10/11/23,Wednesday,3:25pm,B737,93.96,11,Saturday,48,FALSE,0.23,-0.24,-0.19
10/11/23,Wednesday,3:25pm,B737,96.55,10,Sunday,48,FALSE,0.00,0.23,-0.24
10/11/23,Wednesday,3:25pm,B737,95.38,9,Monday,48,FALSE,0.00,0.00,0.23
10/11/23,Wednesday,3:25pm,B737,92.20,8,Tuesday,54,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,90.71,7,Wednesday,58,TRUE,0.13,0.00,0.00
10/11/23,Wednesday,3:25pm,B737,90.92,6,Thursday,64,TRUE,0.07,0.13,0.00
10/11/23,Wednesday,3:25pm,B737,85.81,5,Friday,60,FALSE,0.10,0.07,0.13
10/11/23,Wednesday,3:25pm,B737,84.07,4,Saturday,64,TRUE,-0.06,0.10,0.07
10/11/23,Wednesday,3:25pm,B737,84.58,3,Sunday,64,FALSE,0.07,-0.06,0.10
10/11/23,Wednesday,3:25pm,B737,88.15,2,Monday,83,TRUE,0.00,0.07,-0.06
10/11/23,Wednesday,3:25pm,B737,87.65,1,Tuesday,143,TRUE,0.30,0.00,0.07
10/11/23,Wednesday,4:39pm,B737,83.64,56,Wednesday,80,FALSE,-0.09,0.47,0.00
10/11/23,Wednesday,4:39pm,B737,82.92,55,Thursday,80,FALSE,-0.07,-0.09,0.47
10/11/23,Wednesday,4:39pm,B737,84.24,54,Friday,63,FALSE,0.00,-0.07,-0.09
10/11/23,Wednesday,4:39pm,B737,84.99,53,Saturday,63,FALSE,-0.21,0.00,-0.07
10/11/23,Wednesday,4:39pm,B737,85.56,52,Sunday,63,FALSE,0.00,-0.21,0.00
10/11/23,Wednesday,4:39pm,B737,84.91,51,Monday,64,TRUE,0.00,0.00,-0.21
10/11/23,Wednesday,4:39pm,B737,83.20,50,Tuesday,64,FALSE,0.02,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,85.14,49,Wednesday,64,FALSE,0.00,0.02,0.00
10/11/23,Wednesday,4:39pm,B737,86.24,48,Thursday,80,TRUE,0.00,0.00,0.02
10/11/23,Wednesday,4:39pm,B737,85.34,47,Friday,80,FALSE,0.25,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,86.17,46,Saturday,45,FALSE,0.00,0.25,0.00
10/11/23,Wednesday,4:39pm,B737,87.55,45,Sunday,45,FALSE,-0.44,0.00,0.25
10/11/23,Wednesday,4:39pm,B737,86.40,44,Monday,64,TRUE,0.00,-0.44,0.00
10/11/23,Wednesday,4:39pm,B737,86.81,43,Tuesday,62,FALSE,0.42,0.00,-0.44
10/11/23,Wednesday,4:39pm,B737,86.21,42,Wednesday,62,FALSE,-0.03,0.42,0.00
10/11/23,Wednesday,4:39pm,B737,84.89,41,Thursday,79,TRUE,0.00,-0.03,0.42
10/11/23,Wednesday,4:39pm,B737,83.45,40,Friday,79,FALSE,0.27,0.00,-0.03
10/11/23,Wednesday,4:39pm,B737,84.12,39,Saturday,79,FALSE,0.00,0.27,0.00
10/11/23,Wednesday,4:39pm,B737,84.80,38,Sunday,63,FALSE,0.00,0.00,0.27
10/11/23,Wednesday,4:39pm,B737,84.46,37,Monday,63,FALSE,-0.20,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,84.03,36,Tuesday,63,FALSE,0.00,-0.20,0.00
10/11/23,Wednesday,4:39pm,B737,83.21,35,Wednesday,63,FALSE,0.00,0.00,-0.20
10/11/23,Wednesday,4:39pm,B737,83.36,34,Thursday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,84.48,33,Friday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,84.42,32,Saturday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,85.49,31,Sunday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,85.86,30,Monday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,86.86,29,Tuesday,93,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,88.55,28,Wednesday,63,FALSE,0.48,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,89.00,27,Thursday,63,FALSE,-0.32,0.48,0.00
10/11/23,Wednesday,4:39pm,B737,90.04,26,Friday,63,FALSE,0.00,-0.32,0.48
10/11/23,Wednesday,4:39pm,B737,90.60,25,Saturday,63,FALSE,0.00,0.00,-0.32
10/11/23,Wednesday,4:39pm,B737,89.92,24,Sunday,63,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,90.65,23,Monday,93,TRUE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,90.64,22,Tuesday,93,FALSE,0.48,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,92.06,21,Wednesday,93,FALSE,0.00,0.48,0.00
10/11/23,Wednesday,4:39pm,B737,91.88,20,Thursday,93,FALSE,0.00,0.00,0.48
10/11/23,Wednesday,4:39pm,B737,93.70,19,Friday,91,FALSE,0.00,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,93.93,18,Saturday,63,FALSE,-0.02,0.00,0.00
10/11/23,Wednesday,4:39pm,B737,94.43,17,Sunday,91,TRUE,-0.31,-0.02,0.00
10/11/23,Wednesday,4:39pm,B737,94.34,16,Monday,89,FALSE,0.44,-0.31,-0.02
10/11/23,Wednesday,4:39pm,B737,93.53,15,Tuesday,93,TRUE,-0.02,0.44,-0.31
10/11/23,Wednesday,4:39pm,B737,93.30,14,Wednesday,93,FALSE,0.04,-0.02,0.44
10/11/23,Wednesday,4:39pm,B737,93.27,13,Thursday,63,FALSE,0.00,0.04,-0.02
10/11/23,Wednesday,4:39pm,B737,93.29,12,Friday,90,TRUE,-0.32,0.00,0.04
10/11/23,Wednesday,4:39pm,B737,93.96,11,Saturday,92,TRUE,0.43,-0.32,0.00
